n,L,mse,mse.stats,a.mse,b.mse
2048,32,0.4446727821542638,0.4252034304945501,0.045426511097845464,0.03788364196740371
2048,32,0.5831429856852574,0.5847759106809428,0.05018491842780246,0.050051358260295484
2048,32,0.2366153482011031,0.14809818947245879,0.041889660624605786,0.06534066905308263
2048,32,0.2105423880519434,0.2663864537362748,0.03726627631413652,0.04606536180501741
2048,32,0.29537335256237773,0.22094989307588167,0.04152473000904098,0.05116966753989054
2048,32,0.1544890317627059,0.1696727040352645,0.04728733200098805,0.03624330196079277
2048,32,0.2071642045996974,0.6913916712814862,0.049620853214578174,0.05741496272519053
2048,32,0.3483113678905295,0.3947252882388387,0.03031636060959891,0.03755446968707833
2048,32,0.1407253205968862,0.22510429294148163,0.03479952438231179,0.04352952638306535
2048,32,0.4196611389839219,0.3607893140009545,0.037827161602874276,0.046728365866170955
2048,32,0.4862813406164023,0.34712249933024064,0.04254385820936766,0.060911918605461565
2048,32,0.45330914316583387,0.49000726261963595,0.04304463075658347,0.03164345082471454
2048,32,0.23633139983548607,0.3551240660122317,0.03840762502830347,0.04964118429456057
2048,32,0.7150942582645617,0.5224170749869926,0.05107477606688004,0.05476699291295449
2048,32,0.24147278914581258,0.37722051534119844,0.028684781180803448,0.03735021496332416
2048,32,0.2952217474607654,0.3630370838449426,0.037771767805966826,0.03375725941605753
2048,32,0.4144835952879365,0.3690998240680544,0.040620249302389756,0.04771566212111813
2048,32,0.21361851466289555,0.20788986272253412,0.029373125632638615,0.03389388971413551
2048,32,0.5782887251775671,0.7377559711595594,0.04808259309696728,0.06442780843106802
2048,32,0.39197902371780063,0.2960203449193812,0.0276381436621361,0.03489090201514378
2048,32,0.36425047006741446,0.808117094554548,0.04522746653411933,0.042744966685196416
2048,32,0.4570420930827287,0.505825760171646,0.03560247560235313,0.04363152990062116
2048,32,0.45454755347705783,0.22982960623430942,0.04386060806132617,0.04687900904121422
2048,32,0.2913157874532428,0.31714499902704363,0.040753315480327464,0.05896263778130196
2048,32,0.3059732594416818,0.22289594296263815,0.04122941837835767,0.05127563866108372
2048,32,0.22346484566666222,0.25111682641382954,0.034692815943316406,0.04475326382598946
2048,32,0.3439295637890087,0.3180823107426597,0.04002666260131585,0.05126037734386852
2048,32,0.2568103647399808,0.20566150905068156,0.03877182292510451,0.04033104062562582
2048,32,0.4627347333855334,0.3590063928019918,0.05064698658935574,0.046322313171885794
2048,32,0.3931271850382879,0.3293790862141121,0.0326904651615391,0.036833713923828275
2048,32,0.36737658391803213,0.34500921478818725,0.04039467582150808,0.052057584276372665
2048,32,0.34714364593436914,0.42485539061850325,0.042255164575402446,0.04657756334385687
2048,32,0.25269210407163933,0.26401647586410026,0.046699953464583804,0.05816913507108374
2048,32,0.5454116492589383,0.5663247971452998,0.05442041789151766,0.05602068164311517
2048,32,0.33143805636342244,0.48644506226065704,0.03236050678976513,0.04836808191469449
2048,32,0.24501262065186794,0.43303319462033013,0.033455086471501666,0.048926773011787286
2048,32,0.29275550009410556,0.3234351361701217,0.029142890838414977,0.03161302501440249
2048,32,0.2508755888878869,0.31603951766799065,0.048066645604058794,0.06089218079196464
2048,32,0.20507870195513958,0.13148448248269404,0.03125325125703689,0.04085991840670115
2048,32,0.32993510274961035,0.5329203932754867,0.035161433588356814,0.053921353450001465
2048,32,0.2142340740257813,0.24994697293884405,0.03453986550130613,0.04139178795895211
2048,32,0.43349936235506614,0.4881231196571989,0.04334982653865082,0.04603138977394439
2048,32,0.4631082203280049,0.3268077183757058,0.03253505871014644,0.05059876196035572
2048,32,0.2732802415214769,0.41856837796241764,0.03521518170860867,0.038859024929739375
2048,32,0.4935475577669066,0.5883294323786731,0.0341445525979599,0.059906176779907776
2048,32,0.18886914601197857,0.25516233980848996,0.032060068305615454,0.03560268180773414
2048,32,0.24435859976521643,0.1863475555097234,0.033803931220779695,0.03974690795269296
2048,32,0.35397970949266233,0.33297195776493343,0.05792972199562467,0.06965711370265575
2048,32,0.43023542348035065,0.5204193100307437,0.03444208397889067,0.045540142554570104
2048,32,0.17303840961735426,0.27324240942424216,0.040038398392895073,0.04938177289474268
2048,64,0.4653358730910455,0.5129370737454481,0.04780571476282396,0.043967500113849596
2048,64,0.16605646181588476,0.17543048578826137,0.03957796846937116,0.05570301542905002
2048,64,0.2521615668196537,0.26759842437645837,0.044406031005014515,0.043706484750341654
2048,64,0.24325777494129355,0.34147471499909765,0.03996860691208854,0.04748471620613443
2048,64,0.308328430737955,0.24536538584839457,0.036313342992593034,0.04512894612461815
2048,64,0.2916625891687945,0.4229177835008547,0.042794244482975564,0.04627768471508806
2048,64,0.2675835295639911,0.2816882135876568,0.04474120054759175,0.05220408860375753
2048,64,0.39558884532288924,0.5211286023007871,0.03322827449338513,0.03555373718969085
2048,64,0.30722810065384176,0.27091280899389064,0.034996687467514186,0.040804775917626816
2048,64,0.4044924217908503,0.44640783131386486,0.037860368379551694,0.0496593552231059
2048,64,0.33674915934694194,0.375086755165658,0.04041497106823623,0.04318824829290879
2048,64,0.26247852382352976,0.2759418342786403,0.042306961770826816,0.05292082341125809
2048,64,0.37706672166484917,0.40913077852935203,0.03796111716083704,0.048014451243536586
2048,64,0.3093751670831687,0.27390962431333166,0.039399242763210184,0.04579570898474717
2048,64,0.2413203504097573,0.2394099066135876,0.04166872587544743,0.041578013547857035
2048,64,0.2624834576651383,0.25953476470235926,0.04132492019845526,0.04931757381011477
2048,64,0.3136056445477633,0.31779232637698385,0.050560185678050734,0.057094908357099454
2048,64,0.17626097016746212,0.1898763218175464,0.032907796630633396,0.04864742746324088
2048,64,0.19997704193264768,0.21788395813012162,0.03860476822123689,0.046252602903183566
2048,64,0.3801294115693447,0.3166960512217891,0.03320734242269685,0.047390635928351306
2048,64,0.3291480931986116,0.35839051368456815,0.038944846019978475,0.04371158886644825
2048,64,0.45427688094396684,0.3834636378940725,0.03387512020937756,0.044728893445047546
2048,64,0.34630514745110774,0.3363363220000572,0.03310231045178768,0.04775442929382096
2048,64,0.24789530912680569,0.29358806110212887,0.04586682660820218,0.054702010827674355
2048,64,0.1979680066334909,0.3099259789572737,0.03724024118589287,0.047460957724656395
2048,64,0.4696899647078924,0.4808327000494007,0.03731336642206981,0.04307918462225531
2048,64,0.3072735022315745,0.309157669175583,0.03331846433182113,0.04660460353350364
2048,64,0.48209670704034235,0.4621343006098054,0.053073347943348045,0.04269454735666187
2048,64,0.2833387960918219,0.2398986847214271,0.04518429922316427,0.0591826219216162
2048,64,0.18224924175021126,0.18507182730191216,0.03774006891191989,0.04556414293381333
2048,64,0.33805285791840806,0.3575877024493874,0.02740332402951314,0.04470050141123551
2048,64,0.30211658908703387,0.28519791225635005,0.04473665593751683,0.04577938589216895
2048,64,0.29998207547230943,0.30806645520200515,0.030683715743556675,0.03845077872691834
2048,64,0.2580053983785638,0.26606891679727523,0.04346605738518215,0.04641981648257908
2048,64,0.25295390957245867,0.2870923834756291,0.03770957539313668,0.04422266630947407
2048,64,0.09488462572634021,0.12994654790265145,0.047631370865466864,0.05178423096709516
2048,64,0.26590350579749455,0.27800903689521245,0.03774848156846346,0.051240060418921166
2048,64,0.3400099453906948,0.32008662458732173,0.036643243567100824,0.04539880735014302
2048,64,0.4069257245570094,0.46016202123281,0.043329574050370724,0.04057244584458677
2048,64,0.4421088717192126,0.44048854464039344,0.04921690622974447,0.05051524056017196
2048,64,0.21665937293834378,0.24399476914973123,0.028543048875048715,0.03906090175242932
2048,64,0.27082280323671526,0.2583188025256845,0.03509949212526723,0.041057039617346365
2048,64,0.294011376261526,0.5817310011341986,0.036173166748914146,0.04684409115194877
2048,64,0.33216426550556355,0.27483744727311454,0.05269486687186427,0.05478138098835634
2048,64,0.34036667958260025,0.3602105565482804,0.03510680966713796,0.04014641406686914
2048,64,0.3704204380406064,0.3521945390050347,0.04511882075965448,0.04840422410310514
2048,64,0.3072460362078466,0.30949157677919176,0.03145625507072234,0.04346675079590168
2048,64,0.43846374615035444,0.35590231677120565,0.036929614252563206,0.04119866159346333
2048,64,0.25882999480808433,0.21752347680462286,0.030734481879438405,0.03531266440907265
2048,64,0.3396131809079936,0.30119369273912977,0.037130291551697524,0.04364679311923889
2048,128,0.21093991700049153,0.22783700702915322,0.04369184161609756,0.04983525777144981
2048,128,0.19950168264538023,0.25183513332857044,0.042187318958551524,0.04559560047823804
2048,128,0.31118522575535673,0.3968982635905218,0.0395537937377843,0.045703315419853105
2048,128,0.3430399928788484,0.3471141460745907,0.03898473752048844,0.04387891289672419
2048,128,0.31959345670966494,0.29480525336915864,0.03642852792353294,0.04523206557036636
2048,128,0.37732148703203794,0.3882407228121152,0.04136096641953153,0.04805453585208344
2048,128,0.4266301237045893,0.3357294436081623,0.03868017996202361,0.04690508011414188
2048,128,0.326545236012585,0.3094446446998075,0.04149682303695135,0.0454477936789859
2048,128,0.281377015900374,0.3161840516976219,0.041733991154342065,0.05287116791017017
2048,128,0.2793475518139823,0.27982196178918955,0.03590605532196687,0.046821619415767436
2048,128,0.2877141592590202,0.29727789205005517,0.03640998311467802,0.0442202411557479
2048,128,0.31703046071548463,0.3597506698540086,0.03948456852999493,0.051228220060747655
2048,128,0.3269472661674888,0.41274050256449596,0.03727680380398134,0.04527007117345585
2048,128,0.37294947215139684,0.3629621276300144,0.04319590613758459,0.04464957544508276
2048,128,0.24215564819019844,0.2359522538611869,0.041462184067542075,0.05237338242771476
2048,128,0.2123674195337086,0.20707046930819306,0.03606998998351498,0.045239943651702225
2048,128,0.26641880896152487,0.2662229348634589,0.037074886564369414,0.042435297604748706
2048,128,0.1996043178819181,0.23815906664416295,0.04267047312930177,0.04800344863828462
2048,128,0.344579895627534,0.3766382464320409,0.03719586256778214,0.048319433884532095
2048,128,0.4057194199959434,0.3853504819454215,0.0462732401400576,0.045543843202379364
2048,128,0.2542533489812904,0.3012490336903078,0.031821270500157976,0.04005897068488785
2048,128,0.24684730265996696,0.274356735313737,0.04443401681038921,0.050812736070152555
2048,128,0.2502213028184605,0.2671424437136578,0.04011281521339622,0.04427531908498714
2048,128,0.3155962568782299,0.297788996451033,0.03419293466164277,0.04233270619468251
2048,128,0.2681882433695303,0.3022916534305943,0.03393238671556797,0.03947972876415577
2048,128,0.40382357869864294,0.457222246086066,0.03647797247264303,0.04601313797641707
2048,128,0.3885033829672927,0.38698700780993256,0.03621307203647195,0.04403242350029023
2048,128,0.23015013051068267,0.19397691190424496,0.03920258503214,0.04451927613598974
2048,128,0.21363587236344858,0.2246042776034012,0.03961019487431881,0.03937268148722404
2048,128,0.3552819479658602,0.3366398791648986,0.03872758308015501,0.03844040129582039
2048,128,0.33617055271408786,0.34906479058188467,0.03416683389369351,0.0464113695035077
2048,128,0.42568578754066566,0.4859869484165479,0.034539851090947385,0.041706185772727944
2048,128,0.30534933584718416,0.33522270621754763,0.03477616480659293,0.04009669640764994
2048,128,0.3002160049997346,0.2794234670343176,0.041166282905886246,0.04726192527538348
2048,128,0.22381872784347331,0.21528631320306074,0.033192156760010444,0.041480729487378874
2048,128,0.27413731661434576,0.26974394357446274,0.040354071313877575,0.04650400840428913
2048,128,0.3075591098929276,0.3165461379074922,0.033679451064076944,0.043517719740059524
2048,128,0.23035294887613134,0.22893922373708153,0.035355927691893344,0.04427172148086344
2048,128,0.321241246399197,0.3181484969746879,0.03609070339525177,0.04059933052275018
2048,128,0.21958624091263584,0.22118994142860807,0.042408964938369244,0.04618313225161526
2048,128,0.2968005742220835,0.32429030349527393,0.04084492369972869,0.05025496362234827
2048,128,0.3168784821881922,0.34889719363771443,0.038600039588813695,0.04983129069502015
2048,128,0.2704186228275273,0.2775600289262849,0.032915889263944384,0.04180062565492858
2048,128,0.2679574828006711,0.26261669241471847,0.028484614595028275,0.037524077138205984
2048,128,0.37050594717066027,0.37301827797137793,0.034461081193124514,0.04413675166195468
2048,128,0.2989043429098282,0.32427557761632186,0.037339367412173266,0.04576671088069806
2048,128,0.28044452535437503,0.2792036141845186,0.03395855031552688,0.03701475873103145
2048,128,0.4239410360121923,0.43864015764142983,0.041358275665050244,0.0486933343975391
2048,128,0.22070385348331095,0.23724107932656888,0.037086298226206314,0.04814871365133169
2048,128,0.26772981015988406,0.22946554810117586,0.04104695331982195,0.043210565281562904
